id,account_number_fake,holder_name_fake,bank_name,account_type,ifsc_code,opened_at
685,483548847127,Aarav Mehta,ICICI Bank,normal,ICIC08772,2025-08-09
686,641758231334,Ravi Shah,State Bank of India,normal,SBIN05871,2026-02-21
687,939252362292,Rahul Singh,ICICI Bank,normal,ICIC07964,2025-08-28
688,745245557469,Neha Desai,ICICI Bank,normal,ICIC00606,2025-10-16
689,274033445056,Priya Mehta,Bank of Baroda,normal,BARB08833,2026-01-26
690,741132579706,Vikram Menon,Punjab National Bank,normal,PUNB04996,2025-06-24
691,054857417215,Pooja Rao,State Bank of India,normal,SBIN02949,2025-08-17
692,173598488402,Arjun Bhatt,Punjab National Bank,normal,PUNB05573,2025-08-11
693,737553449021,Pooja Desai,ICICI Bank,normal,ICIC06708,2025-06-24
694,509608587495,Arjun Pandey,Punjab National Bank,normal,PUNB01918,2026-03-31
695,828197931647,Sunita Pandey,State Bank of India,normal,SBIN02512,2026-02-07
696,578606940960,Aarav Menon,Punjab National Bank,normal,PUNB05624,2026-04-29
697,958739592323,Riya Iyer,HDFC Bank,normal,HDFC01089,2026-04-25
698,285155333426,Anika Menon,State Bank of India,normal,SBIN03502,2026-05-07
699,160736077633,Priya Yadav,Axis Bank,normal,UTIB01128,2026-05-21
700,812317955633,Sai Singh,Punjab National Bank,normal,PUNB05748,2025-07-14
701,006661554164,Kiara Bhatt,Axis Bank,normal,UTIB01670,2025-09-15
702,502329028227,Aditya Verma,Bank of Baroda,normal,BARB09345,2026-01-26
703,262282251207,Aadhya Shah,Axis Bank,normal,UTIB06549,2025-10-03
704,050702608698,Ananya Iyer,State Bank of India,normal,SBIN01053,2025-07-06
705,117768729047,Manoj Patel,Axis Bank,normal,UTIB02585,2026-01-25
706,177932382231,Reyansh Bhatt,Bank of Baroda,normal,BARB06491,2025-09-06
707,424579889425,Kavita Joshi,HDFC Bank,normal,HDFC02906,2026-02-01
708,320203265097,Manoj Joshi,State Bank of India,normal,SBIN03967,2025-08-23
709,948714855245,Vikram Kumar,Axis Bank,normal,UTIB07158,2025-09-11
710,560821371184,Ishaan Joshi,State Bank of India,normal,SBIN04768,2026-05-31
711,826832303589,Rohan Yadav,State Bank of India,normal,SBIN08808,2025-10-19
712,382521293289,Kavita Nair,Punjab National Bank,normal,PUNB04064,2025-10-30
713,677524014843,Divya Chauhan,Punjab National Bank,normal,PUNB01062,2025-07-26
714,236266933513,Anika Rao,Axis Bank,normal,UTIB06192,2025-08-19
715,245018481973,Sunita Shah,Axis Bank,normal,UTIB01897,2025-07-30
716,540641769274,Kiara Singh,State Bank of India,normal,SBIN01199,2026-05-02
717,376601444856,Pari Joshi,ICICI Bank,normal,ICIC01017,2025-09-03
718,739641789969,Sanjay Kapoor,Punjab National Bank,normal,PUNB06091,2026-01-16
719,191135996605,Sunita Naidu,Bank of Baroda,normal,BARB09806,2026-04-12
720,603920514607,Pari Joshi,Bank of Baroda,normal,BARB05534,2025-11-21
721,574238856527,Sai Mehta,State Bank of India,normal,SBIN05983,2025-10-01
722,116597263475,Amit Naidu,ICICI Bank,normal,ICIC05225,2025-06-07
723,394884882691,Saanvi Gupta,State Bank of India,normal,SBIN01964,2025-07-27
724,585626149915,Kiara Naidu,Bank of Baroda,normal,BARB00382,2026-02-15
725,073333732043,Vivaan Chauhan,ICICI Bank,normal,ICIC07768,2026-01-01
726,362896964546,Rajesh Joshi,Punjab National Bank,normal,PUNB03585,2025-06-30
727,253892187851,Lakshmi Menon,Bank of Baroda,normal,BARB05837,2025-09-13
728,079779612087,Sunil Malhotra,Punjab National Bank,normal,PUNB00572,2025-06-25
729,514940976263,Sunita Shah,Bank of Baroda,normal,BARB08453,2026-01-08
730,628950905911,Divya Gupta,Punjab National Bank,normal,PUNB08623,2025-09-05
731,220715116966,Priya Bhatt,Punjab National Bank,normal,PUNB07252,2025-07-08
732,526471246335,Sai Mehta,ICICI Bank,normal,ICIC07184,2025-06-08
733,080512080056,Riya Sharma,Punjab National Bank,normal,PUNB09951,2025-08-06
734,972835129592,Sunita Bhatt,HDFC Bank,normal,HDFC02827,2025-06-12
735,081441529821,Vikram Nair,Punjab National Bank,normal,PUNB09295,2026-05-31
736,867181535237,Saanvi Kulkarni,Axis Bank,normal,UTIB00507,2026-04-11
737,918158998868,Saanvi Shah,Bank of Baroda,normal,BARB05273,2025-09-22
738,666617071587,Divya Kulkarni,Bank of Baroda,normal,BARB04740,2025-12-22
739,314998250800,Riya Kulkarni,State Bank of India,normal,SBIN03580,2026-04-16
740,688285031723,Rahul Gupta,Bank of Baroda,normal,BARB03739,2026-02-04
741,006314035263,Rajesh Kulkarni,Punjab National Bank,normal,PUNB00229,2025-09-04
742,469434606664,Saanvi Pillai,Punjab National Bank,normal,PUNB04906,2025-06-17
743,723111271285,Ananya Pandey,Bank of Baroda,normal,BARB04648,2025-09-20
744,941163187328,Aditya Pillai,ICICI Bank,normal,ICIC07113,2025-06-15
745,211369572790,Ravi Nair,Axis Bank,normal,UTIB03509,2025-06-06
746,542573066248,Arjun Menon,HDFC Bank,normal,HDFC02357,2025-06-10
747,139848228501,Arjun Desai,Axis Bank,normal,UTIB08809,2026-03-07
748,550213060906,Meena Reddy,HDFC Bank,normal,HDFC03098,2025-06-29
749,796496737945,Deepak Pillai,State Bank of India,normal,SBIN02785,2025-08-26
750,426425064207,Pooja Bhatt,HDFC Bank,normal,HDFC08362,2026-04-23
751,536667776755,Rahul Kapoor,Bank of Baroda,normal,BARB06283,2025-09-04
752,393957865436,Rohan Pillai,HDFC Bank,normal,HDFC01874,2026-05-18
753,603358268627,Vivaan Bhatt,Punjab National Bank,normal,PUNB03692,2025-09-15
754,926932657327,Rahul Chauhan,Bank of Baroda,normal,BARB09801,2026-04-02
755,100051553234,Arjun Joshi,State Bank of India,normal,SBIN09597,2025-12-02
756,244182226189,Pooja Iyer,ICICI Bank,normal,ICIC08874,2026-02-23
757,127102676720,Geeta Bhatt,HDFC Bank,normal,HDFC05799,2025-08-10
758,079551512294,Neha Rao,Axis Bank,normal,UTIB01354,2026-03-04
759,597099625438,Anika Singh,State Bank of India,normal,SBIN00752,2025-06-21
760,344765047158,Aditya Rao,Bank of Baroda,normal,BARB09090,2025-09-26
761,376604655866,Amit Rao,Axis Bank,normal,UTIB05483,2025-12-07
762,417158102131,Diya Joshi,ICICI Bank,normal,ICIC01293,2026-03-30
763,100591297519,Krishna Verma,State Bank of India,normal,SBIN02312,2025-07-06
764,106330165837,Saanvi Bhatt,Bank of Baroda,normal,BARB07927,2025-09-20
765,907280123428,Meena Nair,Bank of Baroda,normal,BARB01132,2026-04-26
766,326949684364,Suresh Pandey,ICICI Bank,normal,ICIC03804,2025-09-18
767,101750961701,Rahul Yadav,HDFC Bank,normal,HDFC05919,2025-09-10
768,575757475833,Geeta Iyer,Bank of Baroda,normal,BARB00567,2026-05-08
769,567772266025,Priya Malhotra,Axis Bank,normal,UTIB02650,2025-11-16
770,229231067245,Saanvi Sharma,Bank of Baroda,normal,BARB07624,2026-04-19
771,433797662705,Reyansh Gupta,Punjab National Bank,normal,PUNB05794,2025-07-25
772,873670425496,Divya Reddy,HDFC Bank,normal,HDFC09284,2025-10-11
773,525971075633,Rahul Bhatt,Bank of Baroda,normal,BARB03574,2026-01-02
774,953259399337,Meena Pillai,ICICI Bank,normal,ICIC00581,2025-10-28
775,951877941763,Anika Bhatt,HDFC Bank,normal,HDFC02507,2025-09-04
776,055978245759,Anil Nair,HDFC Bank,normal,HDFC03991,2025-09-23
777,038843660443,Rohan Shah,Bank of Baroda,normal,BARB00061,2025-10-22
778,276829751474,Saanvi Bhatt,Axis Bank,normal,UTIB09742,2026-01-14
779,501058752568,Vivaan Malhotra,HDFC Bank,normal,HDFC06562,2025-10-05
780,045990802711,Ishaan Rao,Punjab National Bank,normal,PUNB01823,2025-07-06
781,551651768086,Neha Bhatt,ICICI Bank,normal,ICIC02813,2025-11-22
782,143308003700,Kiara Menon,HDFC Bank,normal,HDFC02285,2025-10-04
783,608470681039,Aditya Nair,Axis Bank,normal,UTIB03970,2025-10-14
784,195826328094,Anika Kumar,Bank of Baroda,normal,BARB05862,2026-04-21
785,945354614707,Lakshmi Malhotra,HDFC Bank,normal,HDFC08632,2025-07-14
786,613394394570,Kiara Yadav,State Bank of India,normal,SBIN04380,2025-09-29
787,325376576927,Manoj Kumar,State Bank of India,normal,SBIN09431,2026-01-26
788,009004047692,Reyansh Verma,State Bank of India,normal,SBIN05336,2026-03-16
789,146040142473,Krishna Malhotra,ICICI Bank,normal,ICIC00720,2025-07-14
790,379844097123,Arjun Kulkarni,State Bank of India,normal,SBIN06007,2025-11-15
791,620901447340,Anika Nair,Axis Bank,normal,UTIB03700,2026-05-06
792,687304519577,Anil Iyer,Punjab National Bank,normal,PUNB05588,2025-07-27
793,562965754278,Pooja Joshi,ICICI Bank,normal,ICIC06194,2026-05-10
794,557782058295,Anil Malhotra,HDFC Bank,normal,HDFC02923,2026-04-17
795,616188081904,Sunil Kapoor,Bank of Baroda,normal,BARB02357,2025-07-16
796,586863956137,Rohan Bhatt,ICICI Bank,normal,ICIC03081,2025-12-10
797,143643813000,Navya Reddy,HDFC Bank,normal,HDFC03211,2025-09-07
798,165609456534,Kavita Chauhan,Axis Bank,normal,UTIB09799,2025-06-17
799,707550476816,Geeta Chauhan,Bank of Baroda,normal,BARB05706,2025-06-16
800,174811317653,Lakshmi Pillai,Axis Bank,normal,UTIB00548,2026-03-29
801,290871827496,Anil Malhotra,Bank of Baroda,mule,BARB00491,2026-05-22
802,742049561213,Manoj Pillai,HDFC Bank,mule,HDFC03062,2026-04-08
803,423597371122,Ishaan Pandey,State Bank of India,mule,SBIN09907,2026-05-24
804,608581670468,Kavita Gupta,ICICI Bank,mule,ICIC01145,2026-05-16
805,296180332426,Aarav Joshi,Bank of Baroda,mule,BARB00801,2026-02-24
806,804253733777,Aadhya Reddy,Punjab National Bank,mule,PUNB02688,2025-12-10
807,282178192365,Kiara Patel,HDFC Bank,mule,HDFC06060,2026-03-17
808,035679327986,Ananya Menon,Axis Bank,mule,UTIB09847,2025-12-12
809,906181205464,Deepak Malhotra,Axis Bank,mule,UTIB05489,2026-03-20
810,787698999275,Sai Bhatt,ICICI Bank,mule,ICIC07588,2025-12-07
811,444983553935,Riya Nair,ICICI Bank,mule,ICIC05864,2026-02-23
812,433952753674,Meena Naidu,Bank of Baroda,mule,BARB08524,2025-12-10
813,168601347789,Anika Singh,ICICI Bank,mule,ICIC09634,2025-12-02
814,791766512215,Vihaan Verma,Axis Bank,mule,UTIB01418,2026-02-25
815,163090015944,Kavita Menon,HDFC Bank,mule,HDFC03399,2026-02-24
816,532089532638,Divya Sharma,Punjab National Bank,mule,PUNB02199,2026-02-25
817,113633792234,Reyansh Sharma,Axis Bank,mule,UTIB03469,2026-04-12
818,331167726960,Anil Patel,Axis Bank,mule,UTIB03768,2026-03-25
819,643436970931,Sunita Bhatt,ICICI Bank,mule,ICIC00695,2026-04-01
820,076761645345,Pari Pillai,Axis Bank,mule,UTIB02239,2026-01-28
821,650312198041,Sanjay Patel,State Bank of India,mule,SBIN07242,2026-05-01
822,236428131909,Diya Shah,ICICI Bank,mule,ICIC08762,2026-02-12
823,305248088062,Ananya Verma,HDFC Bank,mule,HDFC07223,2026-04-04
824,473721329016,Ishaan Sharma,Punjab National Bank,mule,PUNB04787,2026-04-15
825,868785996486,Ananya Singh,Punjab National Bank,mule,PUNB07203,2025-12-11
826,541966645057,Saanvi Sharma,Punjab National Bank,mule,PUNB03627,2026-01-06
827,463203747677,Rajesh Nair,Bank of Baroda,mule,BARB07260,2026-02-16
828,145057661945,Ravi Kumar,HDFC Bank,mule,HDFC07071,2026-03-29
829,348201284008,Aadhya Malhotra,ICICI Bank,mule,ICIC08507,2026-04-18
830,975954508917,Vikram Desai,ICICI Bank,mule,ICIC08089,2026-05-28
831,300402369362,Kavita Kumar,Axis Bank,mule,UTIB09430,2025-12-08
832,047137271175,Divya Pandey,HDFC Bank,mule,HDFC05749,2026-03-21
833,582984933067,Anika Mehta,Bank of Baroda,mule,BARB08476,2025-12-02
834,441283337218,Ravi Joshi,Punjab National Bank,mule,PUNB06669,2026-03-21
835,670551437769,Aadhya Kulkarni,HDFC Bank,mule,HDFC06343,2026-01-16
836,295961111028,Kavita Pillai,ICICI Bank,mule,ICIC01200,2026-05-14
837,024559102451,Aditya Yadav,HDFC Bank,mule,HDFC01090,2026-01-26
838,817934065277,Suresh Singh,Bank of Baroda,mule,BARB04466,2026-02-12
839,533722010912,Reyansh Naidu,ICICI Bank,mule,ICIC02214,2026-03-22
840,593766189437,Aditya Joshi,Bank of Baroda,mule,BARB02635,2025-12-08
841,046277657256,Rahul Yadav,State Bank of India,mule,SBIN02024,2026-04-23
842,752023897432,Pooja Verma,State Bank of India,mule,SBIN00559,2026-04-06
843,017833258486,Sanjay Yadav,ICICI Bank,mule,ICIC09936,2025-11-28
844,984870450691,Manoj Desai,Axis Bank,mule,UTIB07993,2026-03-15
845,360601488608,Riya Chauhan,Axis Bank,mule,UTIB00793,2026-03-04
846,368528306153,Manoj Sharma,State Bank of India,mule,SBIN01242,2026-03-06
847,462632514488,Arjun Gupta,Bank of Baroda,mule,BARB02103,2025-12-08
848,840911225288,Saanvi Pillai,HDFC Bank,mule,HDFC05056,2026-04-29
849,863239791378,Deepak Kulkarni,State Bank of India,mule,SBIN05530,2025-11-27
850,309505560571,Ishaan Reddy,Axis Bank,mule,UTIB09881,2026-01-04
851,788519053486,Navya Verma,Axis Bank,mule,UTIB01042,2026-02-21
852,245618517446,Vivaan Sharma,Axis Bank,mule,UTIB04521,2026-01-05
853,913044881898,Riya Kumar,HDFC Bank,mule,HDFC04160,2026-03-14
854,154021190170,Manoj Joshi,Axis Bank,mule,UTIB06814,2026-01-13
855,831522910732,Ananya Pandey,Punjab National Bank,mule,PUNB08360,2026-02-27
856,378306396384,Suresh Rao,Punjab National Bank,mule,PUNB06969,2026-03-04
857,391649701693,Pari Bhatt,ICICI Bank,mule,ICIC02929,2025-12-29
858,106153722155,Pooja Kulkarni,HDFC Bank,mule,HDFC08473,2026-01-08
859,653377460406,Deepak Iyer,HDFC Bank,mule,HDFC00078,2026-03-05
860,614244260781,Geeta Naidu,HDFC Bank,mule,HDFC05437,2026-01-30
861,476427372037,Priya Menon,Bank of Baroda,mule,BARB08821,2026-02-24
862,584148460191,Myra Shah,Bank of Baroda,mule,BARB04389,2026-01-23
863,214644936999,Suresh Reddy,HDFC Bank,mule,HDFC06793,2026-02-16
864,055738573680,Arjun Reddy,ICICI Bank,mule,ICIC09236,2025-11-30
865,768118723335,Reyansh Verma,HDFC Bank,mule,HDFC04096,2025-12-29
866,973153911498,Myra Verma,ICICI Bank,mule,ICIC07482,2025-11-15
867,365118939406,Suresh Joshi,Axis Bank,mule,UTIB07820,2025-12-20
868,904322302333,Ishaan Shah,Bank of Baroda,mule,BARB07073,2026-01-04
869,112312616324,Sanjay Bhatt,Axis Bank,mule,UTIB08899,2026-03-21
870,298937629745,Pari Chauhan,Axis Bank,mule,UTIB03036,2026-03-07
871,871912038187,Neha Malhotra,Axis Bank,mule,UTIB09208,2026-01-21
872,323089813881,Amit Singh,Punjab National Bank,mule,PUNB08144,2026-03-21
873,220673231829,Sunita Gupta,Punjab National Bank,mule,PUNB06815,2026-05-10
874,450000001529,Sai Gupta,HDFC Bank,mule,HDFC03717,2026-04-06
875,902556184442,Sai Kumar,State Bank of India,mule,SBIN02998,2026-05-17
876,867009004365,Amit Gupta,State Bank of India,mule,SBIN05848,2026-01-10
877,691362483550,Rajesh Shah,Axis Bank,mule,UTIB02960,2025-11-28
878,706336998795,Vivaan Chauhan,Bank of Baroda,mule,BARB08221,2025-12-06
879,016481880442,Sunil Pillai,ICICI Bank,mule,ICIC07383,2026-04-08
880,381643212694,Ananya Singh,Bank of Baroda,mule,BARB09464,2026-01-13
881,362586314417,Aditya Kulkarni,State Bank of India,mule,SBIN04625,2026-04-07
882,026355824301,Manoj Kulkarni,ICICI Bank,mule,ICIC04644,2026-05-31
883,245279050404,Myra Nair,Punjab National Bank,mule,PUNB03353,2026-02-21
884,516321119787,Krishna Kumar,Punjab National Bank,mule,PUNB00933,2025-12-18
885,373265306011,Divya Singh,Bank of Baroda,mule,BARB07561,2026-05-11
886,688002300915,Pooja Reddy,Punjab National Bank,mule,PUNB08298,2025-11-18
887,657744916093,Neha Joshi,HDFC Bank,mule,HDFC09520,2025-12-12
888,926322399821,Myra Naidu,State Bank of India,mule,SBIN04556,2025-12-12
889,404288605053,Vikram Kulkarni,State Bank of India,mule,SBIN06608,2025-12-20
890,260030835669,Sai Sharma,State Bank of India,mule,SBIN06271,2026-03-17
891,312345506882,Kavita Yadav,Bank of Baroda,mule,BARB01776,2026-01-07
892,788260335910,Reyansh Kapoor,HDFC Bank,mule,HDFC05709,2025-12-01
893,599144920749,Ananya Kulkarni,Punjab National Bank,mule,PUNB09996,2026-04-07
894,489971842859,Priya Malhotra,Bank of Baroda,mule,BARB09325,2025-12-22
895,084993231234,Rohan Desai,ICICI Bank,mule,ICIC06980,2026-04-20
896,087261760723,Riya Kumar,Punjab National Bank,mule,PUNB03893,2026-03-19
897,953828040561,Rohan Bhatt,Bank of Baroda,mule,BARB09965,2025-11-24
898,269582641869,Priya Joshi,Punjab National Bank,mule,PUNB06130,2026-05-19
899,840027300869,Neha Kulkarni,ICICI Bank,mule,ICIC01016,2026-05-27
900,113950016809,Anika Gupta,HDFC Bank,mule,HDFC04915,2025-12-04
901,628397620534,Anika Sharma,Axis Bank,mule,UTIB07779,2026-03-02
902,207266292508,Sai Pandey,Axis Bank,mule,UTIB07760,2026-01-14
903,914068841333,Deepak Menon,Punjab National Bank,mule,PUNB01255,2026-01-18
904,561781703211,Lakshmi Iyer,HDFC Bank,mule,HDFC00613,2026-04-25
905,295026480164,Navya Verma,Bank of Baroda,mule,BARB03734,2025-12-22
906,781277822102,Sai Pillai,Axis Bank,mule,UTIB09821,2026-01-27
907,862985797363,Anil Menon,ICICI Bank,mule,ICIC01828,2026-03-16
908,053970798661,Deepak Pillai,Axis Bank,mule,UTIB00673,2026-04-19
909,205068212235,Rahul Kapoor,Punjab National Bank,mule,PUNB02165,2025-11-18
910,908984369984,Anil Sharma,Axis Bank,mule,UTIB02205,2025-11-26
911,386948424959,Ravi Kumar,Punjab National Bank,mule,PUNB01145,2026-05-07
912,887071523867,Priya Pillai,Bank of Baroda,mule,BARB03820,2026-05-07
913,619177987682,Divya Yadav,ICICI Bank,mule,ICIC06872,2026-01-02
914,893708580623,Rajesh Verma,ICICI Bank,mule,ICIC04056,2026-04-09
915,957900124825,Rajesh Patel,Bank of Baroda,mule,BARB04286,2026-05-10
916,632594232894,Neha Menon,Punjab National Bank,mule,PUNB03891,2026-03-25
917,269335895138,Reyansh Kumar,Punjab National Bank,mule,PUNB06550,2026-05-22
918,468509574430,Saanvi Shah,Punjab National Bank,mule,PUNB09189,2025-12-11
919,797203859340,Sai Joshi,State Bank of India,mule,SBIN03641,2026-03-19
920,715531325936,Manoj Pandey,ICICI Bank,mule,ICIC08136,2026-05-05
921,987809270452,Myra Singh,State Bank of India,mule,SBIN08856,2026-01-15
922,586605986787,Anika Shah,HDFC Bank,mule,HDFC02275,2026-05-30
923,485965594282,Riya Chauhan,ICICI Bank,mule,ICIC01165,2025-11-22
924,000245393132,Krishna Mehta,HDFC Bank,mule,HDFC05130,2026-03-18
925,727367746202,Rajesh Singh,Punjab National Bank,mule,PUNB02543,2025-12-10
926,328123123920,Riya Chauhan,Punjab National Bank,mule,PUNB01060,2025-12-17
927,364723875082,Manoj Kulkarni,Punjab National Bank,mule,PUNB08172,2026-01-22
928,775458472629,Aditya Mehta,ICICI Bank,mule,ICIC02918,2026-05-08
929,831608271721,Deepak Kapoor,Axis Bank,mule,UTIB03373,2026-01-24
930,522299936216,Rahul Kapoor,State Bank of India,mule,SBIN09143,2026-01-07
931,255398358446,Krishna Pillai,HDFC Bank,mule,HDFC07732,2026-04-14
932,120539787137,Rahul Rao,Axis Bank,mule,UTIB09883,2026-01-02
933,012560832004,Sunil Pillai,HDFC Bank,mule,HDFC09788,2026-05-28
934,753585238600,Saanvi Sharma,Punjab National Bank,mule,PUNB04436,2025-12-14
935,951715239102,Meena Iyer,Punjab National Bank,mule,PUNB09501,2026-03-10
936,748309309671,Aadhya Kapoor,HDFC Bank,mule,HDFC09719,2025-12-27
937,602213217672,Vihaan Reddy,HDFC Bank,mule,HDFC09111,2026-04-10
938,304936653802,Divya Pandey,Bank of Baroda,victim,BARB07481,2024-11-10
939,124365858564,Aarav Nair,Axis Bank,victim,UTIB02304,2024-07-17
940,010956797564,Navya Singh,HDFC Bank,victim,HDFC09157,2025-09-14
941,571290150713,Neha Patel,State Bank of India,victim,SBIN08067,2024-08-27
942,274666215918,Pari Pillai,Axis Bank,victim,UTIB03270,2024-05-11
943,809497698731,Anika Yadav,Punjab National Bank,victim,PUNB03797,2024-09-25
944,782116020418,Sunita Sharma,Punjab National Bank,victim,PUNB01359,2026-05-28
945,820048067571,Krishna Naidu,State Bank of India,victim,SBIN02369,2024-08-02
946,832748835651,Kiara Bhatt,Axis Bank,victim,UTIB07962,2025-06-20
947,883906246728,Pooja Patel,Axis Bank,victim,UTIB07991,2026-01-12
948,025447241916,Amit Iyer,Bank of Baroda,victim,BARB05034,2025-05-22
949,648698939698,Anika Gupta,Axis Bank,victim,UTIB07486,2025-07-21
950,621894559067,Sai Desai,HDFC Bank,victim,HDFC00009,2025-07-03
951,062354662265,Sunita Mehta,Punjab National Bank,victim,PUNB04016,2025-08-23
952,600801798677,Vivaan Reddy,Punjab National Bank,victim,PUNB08231,2024-12-16
953,242183854540,Geeta Pandey,Punjab National Bank,victim,PUNB00644,2025-10-14
954,217508019630,Myra Kapoor,Bank of Baroda,victim,BARB04530,2025-11-13
955,385179937810,Kavita Joshi,Punjab National Bank,victim,PUNB05391,2024-11-06
956,397283391218,Aditya Gupta,Bank of Baroda,victim,BARB07062,2025-02-12
957,384531980746,Priya Reddy,State Bank of India,victim,SBIN08235,2025-07-16
958,340785169949,Priya Desai,Bank of Baroda,victim,BARB07089,2024-04-15
959,609320126578,Arjun Joshi,Axis Bank,victim,UTIB09826,2024-04-14
960,222975891704,Anil Kapoor,ICICI Bank,victim,ICIC05421,2025-09-12
961,400178822473,Ananya Nair,Bank of Baroda,victim,BARB01261,2025-11-18
962,169500741894,Aditya Pandey,Axis Bank,victim,UTIB08543,2024-10-27
963,743574835268,Aditya Patel,State Bank of India,victim,SBIN00648,2026-01-28
964,515623920908,Amit Mehta,ICICI Bank,victim,ICIC05510,2026-04-28
965,227595002601,Neha Bhatt,Bank of Baroda,victim,BARB05153,2025-01-01
966,520360894118,Aarav Kulkarni,ICICI Bank,victim,ICIC04913,2025-08-28
967,495300677625,Manoj Patel,ICICI Bank,victim,ICIC05032,2025-09-14
968,302116673290,Aditya Malhotra,ICICI Bank,victim,ICIC04575,2026-02-21
969,802362192158,Deepak Naidu,HDFC Bank,victim,HDFC01897,2024-03-29
970,284540182272,Anil Bhatt,Axis Bank,victim,UTIB00028,2025-02-18
971,213530281650,Aditya Malhotra,ICICI Bank,victim,ICIC06463,2024-03-27
972,966229131670,Aditya Iyer,State Bank of India,victim,SBIN08056,2025-10-16
973,262611424362,Kiara Yadav,HDFC Bank,victim,HDFC05854,2024-11-13
974,430311587605,Myra Rao,HDFC Bank,victim,HDFC04576,2025-05-14
975,095948152692,Kavita Nair,Bank of Baroda,victim,BARB05596,2025-11-29
976,008178522115,Riya Mehta,State Bank of India,victim,SBIN08718,2025-06-02
977,701400527810,Kiara Naidu,HDFC Bank,victim,HDFC05580,2024-05-18
978,297352595332,Saanvi Kulkarni,Bank of Baroda,victim,BARB02273,2025-01-12
979,360107126158,Vihaan Kumar,HDFC Bank,victim,HDFC03882,2024-08-09
980,560629535063,Reyansh Chauhan,Bank of Baroda,victim,BARB07311,2024-06-17
981,470554912151,Vihaan Singh,Bank of Baroda,victim,BARB06411,2025-09-05
982,369678976098,Aarav Gupta,Punjab National Bank,victim,PUNB07312,2026-01-14
983,089523120219,Aadhya Malhotra,HDFC Bank,victim,HDFC01505,2026-04-17
984,500635537309,Sunita Yadav,ICICI Bank,victim,ICIC06496,2025-01-06
985,895965466345,Pooja Kapoor,Punjab National Bank,victim,PUNB04434,2025-04-26
986,739889413210,Sunil Iyer,Bank of Baroda,victim,BARB09720,2024-12-17
987,251213756589,Anika Yadav,State Bank of India,victim,SBIN06359,2025-08-29
988,203347424631,Arjun Menon,HDFC Bank,victim,HDFC00437,2025-12-28
989,238502289466,Vikram Naidu,State Bank of India,victim,SBIN05275,2024-11-25
990,302453012398,Kavita Naidu,ICICI Bank,victim,ICIC04723,2024-05-07
991,199240658387,Vihaan Naidu,Axis Bank,victim,UTIB02725,2026-05-17
992,803586901707,Sunita Yadav,Axis Bank,victim,UTIB04039,2024-11-12
993,549633083344,Diya Iyer,Bank of Baroda,victim,BARB04704,2026-05-12
994,277752259206,Divya Bhatt,ICICI Bank,victim,ICIC01658,2024-07-31
995,154980851331,Kavita Menon,Axis Bank,victim,UTIB03800,2025-05-20
996,880644200629,Pooja Kumar,ICICI Bank,victim,ICIC08778,2026-04-08
997,147891179726,Saanvi Iyer,HDFC Bank,victim,HDFC09999,2025-05-28
998,243838058269,Ananya Kumar,ICICI Bank,victim,ICIC02990,2024-06-23
999,410132823392,Amit Malhotra,Punjab National Bank,victim,PUNB01883,2025-09-16
1000,781596983845,Sanjay Reddy,State Bank of India,victim,SBIN07202,2025-11-20
1001,729669417996,Kavita Malhotra,Bank of Baroda,victim,BARB07080,2026-03-03
1002,804450928605,Sanjay Malhotra,Punjab National Bank,victim,PUNB02102,2025-12-02
1003,027500030566,Anil Kumar,HDFC Bank,victim,HDFC01995,2025-02-01
1004,444299067456,Ananya Desai,ICICI Bank,victim,ICIC08652,2025-07-03
1005,939652138350,Sunita Sharma,ICICI Bank,victim,ICIC07124,2025-08-22
1006,522942525161,Ananya Desai,Punjab National Bank,victim,PUNB08575,2024-07-31
1007,305378803318,Krishna Naidu,Punjab National Bank,victim,PUNB03611,2025-01-29
1008,189156734467,Diya Reddy,State Bank of India,victim,SBIN01776,2024-11-30
1009,189684424648,Lakshmi Kumar,State Bank of India,victim,SBIN08499,2026-03-04
1010,170598445143,Deepak Pandey,Axis Bank,victim,UTIB06728,2025-11-20
1011,286693351588,Vivaan Pandey,ICICI Bank,victim,ICIC00705,2025-01-20
1012,024373615873,Aditya Yadav,ICICI Bank,victim,ICIC06627,2024-07-23
1013,369028377270,Priya Menon,ICICI Bank,victim,ICIC02896,2025-10-31
1014,042763628144,Pari Verma,HDFC Bank,victim,HDFC04718,2025-03-15
1015,717430688116,Divya Singh,HDFC Bank,victim,HDFC04034,2025-02-09
1016,254204123190,Aarav Chauhan,Axis Bank,victim,UTIB05772,2024-04-03
1017,649632251742,Riya Reddy,HDFC Bank,victim,HDFC02404,2025-02-18
1018,900577950017,Lakshmi Mehta,Punjab National Bank,victim,PUNB03259,2024-04-11
1019,170744360234,Krishna Sharma,Punjab National Bank,victim,PUNB04225,2024-11-02
1020,794802455985,Aadhya Kapoor,State Bank of India,victim,SBIN01602,2024-09-03
1021,408378191907,Pooja Rao,Axis Bank,victim,UTIB04992,2024-08-03
1022,462202123720,Kavita Patel,ICICI Bank,victim,ICIC05503,2025-02-24
1023,989790608548,Aarav Sharma,Axis Bank,victim,UTIB01867,2025-04-27
1024,401535346607,Rajesh Bhatt,Bank of Baroda,victim,BARB05699,2025-04-15
1025,452735364235,Lakshmi Shah,Axis Bank,victim,UTIB07004,2024-08-05
